1282016256862810112,1282002456063295490,1594491469000,2020-07-11,23:47:49,+0530,1107294653303283712,marudharaggarw1,Chowkidar Marudhar Aggarwal,,"Sir you r the true hero for our nation,  plz recover soon from fever called covid-19.",['srbachchan'],[],[],0,0,0,[],[],https://twitter.com/MarudharAggarw1/status/1282016256862810112,False,,0,,,,,,,"[{'user_id': '1107294653303283712', 'username': 'MarudharAggarw1'}, {'user_id': '145125358', 'username': 'SrBachchan'}]",,,,
1282016132778663938,1282016132778663938,1594491439000,2020-07-11,23:47:19,+0530,1423866156,dejaiewis,૮ ˆᴥˆ ა,,covid-19 rest came back negative meaning all i had was hay fever  pic.twitter.com/wCK1nUC4o8,[],[],[],0,0,0,[],[],https://twitter.com/dejaIewis/status/1282016132778663938,False,,1,,,,,,,"[{'user_id': '1423866156', 'username': 'dejaIewis'}]",,,,
1282015458292641793,1282015458292641793,1594491278000,2020-07-11,23:44:38,+0530,68881642,jeffskversky,Jeff Skversky 6abc,,"Scott Kingery who expects to be ready Opening Day despite missing 1st week of Phillies Summer Camp details his battle with COVID-19

“I got it really bad one night to the point where I couldn’t move”

Kingery had fever, Bodyaches, chills, shortness of breath, etc

@6abc
#Phillies pic.twitter.com/9fR6138gqv",['6abc'],[],[],0,2,5,['#phillies'],[],https://twitter.com/JeffSkversky/status/1282015458292641793,False,,1,,,,,,,"[{'user_id': '68881642', 'username': 'JeffSkversky'}, {'user_id': '18391051', 'username': '6abc'}]",,,,
1282013855623913473,1282013855623913473,1594490896000,2020-07-11,23:38:16,+0530,30602621,dare_re_ya,Dr. Atkinson,,"Yep, so my sister tested positive for Covid-19. She had a cough, fever , chills, body aches, & a sore throat..",[],[],[],2,0,3,[],[],https://twitter.com/Dare_Re_Ya/status/1282013855623913473,False,,0,,,,,,,"[{'user_id': '30602621', 'username': 'Dare_Re_Ya'}]",,,,
1282010848668655617,1282007434467217409,1594490179000,2020-07-11,23:26:19,+0530,1127520974918778880,kandi54450403,🍬 Quarantined Kandi 🍬 (not a bot),,"Oh, please God, don't let it be COVID-19. 

Fever and headache is how it all started for me 14 days ago.",['diannaeanderson'],[],[],0,0,2,[],[],https://twitter.com/Kandi54450403/status/1282010848668655617,False,,0,,,,,,,"[{'user_id': '1127520974918778880', 'username': 'Kandi54450403'}, {'user_id': '41939243', 'username': 'diannaeanderson'}]",,,,
1282009698011500545,1282005838178037760,1594489905000,2020-07-11,23:21:45,+0530,1144152490008465408,vagu1599,Va Gi Sha,,"Ma'am but how do we know that we have covid-19.
My father since yesterday has fever somewhat near 99 degree Fahrenheit. It falls n sometimes it rises. 
Nowadays simple headache gives us a headache whether we have covid or not.",['taslimanasreen'],[],[],0,0,0,[],[],https://twitter.com/vagu1599/status/1282009698011500545,False,,0,,,,,,,"[{'user_id': '1144152490008465408', 'username': 'vagu1599'}, {'user_id': '76858507', 'username': 'taslimanasreen'}]",,,,
1282007526389800964,1281660467686113284,1594489387000,2020-07-11,23:13:07,+0530,32524833,shaungirl,Shaun J.,,"Not so sure what I should accept - majority are asymptomatic, and two panadol tablets will reduce a fever (but not covid-19)
Also, an elevated temperature does not mean Covid-19 positive 

Better we focus on mask wearing and hand hygiene","['drewwitham', 'yooneedmorejodi']",[],[],1,0,0,[],[],https://twitter.com/Shaungirl/status/1282007526389800964,False,,0,,,,,,,"[{'user_id': '32524833', 'username': 'Shaungirl'}, {'user_id': '924186594', 'username': 'DrewWitham'}, {'user_id': '1361318960', 'username': 'yooneedmorejodi'}]",,,,
1282004859613523968,1282003922031464453,1594488751000,2020-07-11,23:02:31,+0530,828648865100345345,nishantlucifer,Nishant Kumar,,"So , the first question is that , what if a student is tested positive for Covid-19 or have fever or cough , will the student be allowed to give the exam?
If yes , then are there any other extra precautions to be taken for those students other than just giving them a seperate lab",[],[],[],1,0,0,[],[],https://twitter.com/Nishantlucifer/status/1282004859613523968,False,,0,,,,,,,"[{'user_id': '828648865100345345', 'username': 'Nishantlucifer'}]",,,,
1282003503674560513,1281701744179847170,1594488428000,2020-07-11,22:57:08,+0530,20947368,tammyas,Tammy Schuster,,I hope they enjoy every bit of the fever every bit of the headache every bit of the aches and pain most most importantly every bit of the breathing problems and I pray there’s no ventilator for you enjoy COVID-19,['lepapillonblu'],[],[],0,0,0,[],[],https://twitter.com/TammyAS/status/1282003503674560513,False,,0,,,,,,,"[{'user_id': '20947368', 'username': 'TammyAS'}, {'user_id': '3691154787', 'username': 'LepapillonBlu'}]",,,,
1282001491394469888,1282001491394469888,1594487948000,2020-07-11,22:49:08,+0530,1413330566,elaineneilorr,Elaine Neil Orr,,"Felt unwell last Saturday, slight fever. Got tested for Covid19. Notified of negative result today. Still feeling iffy but my anxiety is lessened. I've been #quarantining , wearing a #mask. All the right things. Let's be smart. #loveyourneighbor #SocialDistancing #COVID__19",[],[],[],2,0,16,"['#quarantining', '#mask', '#loveyourneighbor', '#socialdistancing', '#covid__19']",[],https://twitter.com/ElaineNeilOrr/status/1282001491394469888,False,,0,,,,,,,"[{'user_id': '1413330566', 'username': 'ElaineNeilOrr'}]",,,,
